,Age,Attrition,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpID,Gender,EmpJobInvolvement,EmpJobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,PerformanceRating,EmpRelationshipSatisfaction,StockOptionLevel,TotalWorkExperience,TrainingTime,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
430,35,No,Travel_Rarely,22,3,577,Male,1,1,3,Single,4230,0,No,15,3,3,0,6,2,3,5,4,4,3
431,54,No,Travel_Rarely,8,4,578,Female,3,2,3,Single,3780,7,No,11,3,3,0,19,3,3,1,0,0,0
432,34,No,Travel_Rarely,2,4,579,Male,2,1,3,Divorced,2768,3,No,12,3,3,1,14,3,3,7,3,5,7
433,46,No,Travel_Rarely,10,3,580,Female,2,3,4,Married,9071,2,Yes,19,3,3,1,15,3,3,3,2,1,2
434,31,No,Travel_Rarely,9,1,581,Male,3,3,2,Divorced,10648,1,No,25,4,4,1,13,6,4,13,8,0,8
435,33,Yes,Travel_Rarely,15,1,582,Male,3,3,3,Married,13610,7,Yes,12,3,4,0,15,2,4,7,6,7,7
436,33,Yes,Travel_Rarely,10,1,584,Male,1,1,4,Divorced,3408,7,No,13,3,1,3,8,2,3,4,3,1,3
437,30,No,Travel_Rarely,7,1,585,Male,3,1,2,Single,2983,0,No,14,3,1,0,4,3,3,3,2,1,2
438,35,No,Travel_Rarely,16,3,586,Male,3,3,3,Married,7632,4,Yes,12,3,3,0,10,2,3,8,7,0,0
439,31,Yes,Travel_Frequently,20,3,587,Male,3,3,3,Married,9824,3,No,12,3,1,0,12,2,3,1,0,0,0
440,34,Yes,Travel_Frequently,23,3,590,Female,3,3,1,Divorced,9950,9,Yes,15,3,3,3,11,2,3,3,2,0,2
441,42,No,Travel_Frequently,5,2,591,Male,3,1,3,Married,2093,4,No,17,3,4,1,8,4,3,2,2,2,0
442,36,No,Non-Travel,10,4,592,Male,3,3,4,Single,9980,1,No,14,3,4,0,10,3,2,10,3,9,7
443,22,Yes,Travel_Frequently,4,1,593,Male,2,1,3,Single,3894,5,No,16,3,3,0,4,3,3,2,2,1,2
444,48,No,Travel_Rarely,2,5,595,Female,3,2,4,Married,4051,2,No,14,3,1,1,14,2,3,9,7,6,7
445,55,No,Travel_Rarely,18,5,597,Female,3,4,2,Single,16835,3,No,23,4,4,0,37,2,3,10,9,7,7
446,41,No,Non-Travel,10,2,599,Male,3,2,4,Single,6230,7,No,14,3,4,0,16,3,3,14,3,1,10
447,35,No,Travel_Rarely,1,3,600,Male,3,2,3,Married,4717,9,No,11,3,3,0,15,2,3,11,9,6,9
448,40,No,Travel_Rarely,6,3,601,Female,3,4,3,Single,13237,7,No,15,3,3,0,22,3,3,20,6,5,13
449,39,No,Travel_Frequently,8,1,602,Female,3,1,3,Married,3755,1,No,11,3,1,1,8,3,3,8,3,0,7
450,31,No,Travel_Rarely,2,1,604,Male,3,2,4,Single,6582,4,Yes,13,3,3,0,10,2,4,6,5,0,5
451,42,No,Travel_Rarely,24,3,605,Male,3,3,1,Married,7406,1,Yes,21,4,4,1,10,5,2,10,9,5,8
452,45,No,Travel_Rarely,2,3,606,Male,3,2,2,Married,4805,0,No,19,3,2,1,9,3,4,8,7,3,7
453,26,Yes,Travel_Frequently,17,4,608,Female,3,1,3,Divorced,2741,0,Yes,11,3,2,1,8,2,2,7,7,1,0
454,29,No,Travel_Rarely,19,3,611,Male,3,2,4,Divorced,4262,4,No,12,3,2,2,8,2,4,3,2,1,2
455,33,No,Travel_Rarely,1,5,612,Female,4,4,3,Divorced,16184,4,No,19,3,3,1,10,2,3,6,1,0,5
456,31,No,Travel_Rarely,7,3,613,Male,2,3,4,Divorced,11557,9,No,21,4,3,1,10,3,2,5,4,0,1
457,18,Yes,Travel_Frequently,5,3,614,Male,3,1,2,Single,1878,1,Yes,14,3,4,0,0,3,3,0,0,0,0
458,40,No,Non-Travel,28,3,615,Male,1,3,1,Divorced,10932,3,No,15,3,3,1,20,2,3,1,0,0,1
459,41,No,Non-Travel,2,4,616,Female,2,2,3,Single,6811,2,Yes,17,3,1,0,10,3,3,8,7,0,7
460,26,No,Travel_Rarely,29,2,618,Male,3,2,3,Divorced,4306,5,No,12,3,1,2,8,5,3,0,0,0,0
461,35,No,Travel_Rarely,1,3,620,Female,3,2,3,Single,4859,1,No,16,3,4,0,5,3,3,5,4,0,3
462,34,No,Travel_Rarely,21,4,621,Male,4,2,4,Single,5337,1,No,12,3,4,0,10,3,3,10,7,5,7
463,26,Yes,Travel_Rarely,24,3,622,Male,1,1,4,Single,2340,1,Yes,18,3,2,0,1,3,1,1,0,0,0
464,37,No,Travel_Rarely,1,3,623,Female,3,3,4,Single,7491,4,No,17,3,4,0,12,3,4,6,5,1,2
465,46,No,Travel_Frequently,18,1,624,Female,3,3,3,Married,10527,5,No,11,3,4,0,28,3,2,2,2,1,2
466,41,No,Travel_Rarely,2,5,625,Female,3,4,1,Married,16595,7,No,16,3,2,1,22,2,3,18,16,11,8
467,37,No,Non-Travel,9,4,626,Male,3,3,2,Divorced,8834,1,No,13,3,4,1,9,6,3,9,5,7,7
468,52,No,Travel_Rarely,6,2,630,Male,3,2,1,Divorced,5577,3,Yes,12,3,2,2,18,3,3,10,9,6,9
469,32,Yes,Non-Travel,11,4,631,Male,4,2,3,Married,4707,8,No,12,3,4,0,6,2,3,4,2,1,2
470,24,No,Travel_Frequently,24,3,632,Male,3,1,4,Married,2400,0,No,13,3,3,2,3,3,3,2,2,2,1
471,38,No,Travel_Rarely,10,3,634,Female,3,2,3,Married,9824,3,No,19,3,3,1,18,4,3,1,0,0,0
472,37,No,Travel_Rarely,1,4,635,Female,3,2,2,Married,6447,6,No,12,3,2,1,8,2,2,6,5,4,3
473,49,No,Travel_Rarely,18,4,638,Male,2,5,3,Divorced,19502,1,Yes,17,3,3,1,31,5,3,31,9,0,9
474,24,No,Travel_Rarely,23,3,639,Male,4,1,4,Married,2725,1,Yes,11,3,2,2,6,3,3,6,5,1,4
475,26,No,Travel_Rarely,28,2,641,Male,3,2,2,Married,6272,1,No,20,4,4,2,6,5,4,5,3,1,4
476,24,No,Travel_Rarely,17,2,643,Male,2,1,2,Married,2127,1,No,21,4,4,1,1,2,3,1,0,0,0
477,50,No,Travel_Frequently,3,3,644,Male,3,5,2,Married,18200,1,No,11,3,3,1,32,2,3,32,5,10,7
478,25,No,Travel_Rarely,13,1,645,Male,3,1,3,Married,2096,1,No,11,3,3,0,7,1,3,7,4,0,6
479,24,Yes,Travel_Frequently,7,3,647,Female,3,1,3,Married,2886,1,Yes,16,3,4,1,6,4,3,6,3,1,2
480,30,Yes,Travel_Frequently,12,4,648,Male,2,1,1,Married,2033,1,No,18,3,3,1,1,2,4,1,0,0,0
481,34,No,Travel_Rarely,1,2,649,Male,2,1,4,Married,3622,1,Yes,13,3,4,1,6,3,3,6,5,1,3
482,31,Yes,Travel_Rarely,13,4,650,Male,3,2,1,Divorced,4233,2,No,17,3,3,0,9,2,1,3,1,1,2
483,35,No,Travel_Rarely,25,2,652,Male,2,2,4,Single,3681,4,No,14,3,4,0,9,3,3,3,2,0,2
484,31,No,Travel_Rarely,6,4,653,Male,4,2,4,Divorced,5460,4,No,22,4,4,2,13,4,4,7,7,5,7
485,27,No,Travel_Rarely,6,4,655,Female,2,1,3,Divorced,2187,0,No,12,3,3,2,6,5,2,5,3,0,3
486,37,No,Travel_Rarely,2,3,656,Male,3,2,3,Married,9602,4,Yes,11,3,3,1,17,3,2,3,0,1,0
487,20,No,Travel_Rarely,1,3,657,Female,2,1,2,Single,2836,1,No,13,3,4,0,1,0,4,1,0,0,0
488,42,No,Travel_Rarely,2,4,659,Female,3,2,4,Married,4089,1,No,13,3,2,2,10,4,3,10,2,2,2
489,43,No,Travel_Rarely,6,4,661,Male,2,4,4,Divorced,16627,4,Yes,14,3,3,1,21,3,2,1,0,0,0
490,38,No,Travel_Rarely,1,1,662,Female,3,1,1,Single,2619,3,No,17,3,4,0,8,3,2,0,0,0,0
491,43,No,Travel_Frequently,9,5,663,Male,3,2,3,Divorced,5679,3,Yes,13,3,2,1,10,3,3,8,7,4,7
492,48,No,Travel_Rarely,1,4,664,Female,2,4,1,Married,15402,7,No,11,3,1,1,21,3,1,3,2,0,2
493,44,No,Travel_Rarely,1,4,665,Female,2,2,3,Single,5985,4,No,11,3,2,0,10,1,4,2,2,0,2
494,34,No,Travel_Rarely,14,3,666,Female,3,1,3,Divorced,2579,1,Yes,18,3,4,2,8,3,3,8,2,0,6
495,27,Yes,Travel_Rarely,2,1,667,Male,3,1,1,Divorced,3041,0,No,11,3,2,1,5,3,3,4,3,0,2
496,21,No,Travel_Rarely,22,1,669,Male,3,1,3,Single,3447,1,No,11,3,3,0,3,2,3,3,2,1,2
497,44,No,Travel_Rarely,3,4,671,Male,3,5,4,Married,19513,4,Yes,12,3,1,1,26,2,4,2,2,0,1
498,22,No,Travel_Rarely,6,1,675,Male,3,1,3,Married,2773,0,No,20,4,4,0,3,3,3,2,2,2,2
499,33,No,Travel_Rarely,8,4,677,Male,3,2,3,Divorced,7104,0,No,12,3,4,0,6,3,3,5,0,1,2
500,32,No,Travel_Rarely,9,4,679,Female,3,2,4,Married,6322,1,Yes,12,3,4,1,6,2,2,6,4,0,5
501,30,No,Travel_Frequently,3,3,680,Female,3,1,3,Divorced,2083,1,No,20,4,3,1,1,2,3,1,0,0,0
502,53,No,Travel_Rarely,1,1,682,Female,3,2,1,Single,8381,7,No,20,4,4,0,18,2,4,14,7,8,10
503,34,No,Travel_Rarely,1,5,683,Male,3,1,4,Married,2691,1,No,12,3,4,1,10,4,2,10,9,8,8
504,45,Yes,Travel_Frequently,26,4,684,Female,3,2,1,Married,4286,2,No,14,3,4,2,5,4,3,1,1,0,0
505,26,No,Travel_Rarely,6,3,686,Female,3,1,4,Married,2659,1,Yes,13,3,3,1,3,2,3,3,2,0,2
506,37,No,Travel_Rarely,3,3,689,Male,3,3,3,Married,9434,1,No,15,3,3,1,10,2,3,10,7,7,8
507,29,No,Travel_Rarely,3,2,690,Female,3,2,3,Married,5561,1,No,14,3,1,1,6,5,2,6,0,1,2
508,35,No,Travel_Rarely,6,4,691,Male,1,2,4,Single,6646,1,No,13,3,2,0,17,3,3,17,11,11,8
509,33,No,Travel_Frequently,6,3,692,Male,3,2,4,Divorced,7725,3,No,23,4,3,1,15,2,1,13,11,4,7
510,54,No,Travel_Rarely,19,4,698,Male,3,3,2,Married,10725,2,No,15,3,3,1,16,1,4,9,7,7,1
511,36,No,Travel_Rarely,9,2,699,Male,2,2,2,Divorced,8847,2,Yes,11,3,3,1,13,2,3,3,2,0,2
512,27,No,Travel_Rarely,3,4,700,Male,2,1,4,Single,2045,0,No,13,3,4,0,5,0,3,4,2,1,1
513,20,Yes,Travel_Rarely,10,1,701,Male,3,1,3,Single,1009,1,Yes,11,3,4,0,1,5,3,1,0,1,1
514,33,Yes,Travel_Frequently,3,3,702,Male,3,1,1,Single,3348,1,Yes,11,3,1,0,10,3,3,10,8,9,7
515,35,No,Non-Travel,3,3,704,Male,2,1,3,Married,1281,1,No,18,3,3,2,1,3,3,1,0,0,0
516,23,No,Travel_Rarely,4,3,705,Male,4,1,1,Married,2819,2,No,16,3,1,1,5,3,4,3,2,0,2
517,25,No,Travel_Rarely,8,3,707,Male,4,2,2,Married,4851,0,No,22,4,3,1,4,4,3,3,2,1,2
518,38,No,Travel_Rarely,7,4,709,Female,2,2,4,Single,4028,0,No,20,4,1,0,8,2,3,7,7,0,5
519,29,No,Travel_Frequently,1,4,710,Male,1,1,4,Divorced,2720,1,No,18,3,4,1,10,5,3,10,7,2,8
520,48,No,Travel_Rarely,2,1,712,Male,4,2,2,Married,8120,3,No,12,3,4,0,12,3,3,2,2,2,2
521,27,No,Travel_Frequently,3,1,714,Female,4,2,4,Divorced,4647,1,Yes,20,4,2,2,6,3,3,6,5,0,4
522,37,No,Travel_Rarely,10,2,715,Male,4,1,4,Single,4680,3,No,17,3,1,0,4,2,3,1,0,0,0
523,50,No,Travel_Rarely,28,1,716,Male,4,1,3,Married,3221,1,Yes,11,3,3,3,20,3,3,20,8,3,8
524,34,No,Travel_Rarely,9,3,717,Female,2,3,2,Single,8621,1,No,14,3,2,0,9,3,4,8,7,7,7
525,24,Yes,Travel_Rarely,3,2,720,Female,3,2,3,Single,4577,9,No,14,3,1,0,4,3,3,2,2,2,0
526,39,No,Travel_Rarely,2,4,721,Female,2,2,3,Single,4553,1,No,11,3,1,0,20,4,3,20,7,11,10
527,32,No,Travel_Rarely,10,3,722,Male,3,2,4,Single,5396,1,No,12,3,4,0,10,2,2,10,7,0,8
528,50,Yes,Travel_Frequently,8,2,723,Male,3,2,3,Married,6796,3,Yes,14,3,1,1,18,4,3,4,3,1,3
529,38,No,Travel_Rarely,1,4,724,Female,4,2,4,Single,7625,0,No,13,3,3,0,10,4,2,9,7,1,8
530,27,No,Travel_Rarely,1,2,725,Female,3,3,1,Married,7412,1,No,11,3,4,0,9,3,3,9,7,0,7
531,32,No,Travel_Rarely,3,2,727,Female,3,3,4,Single,11159,3,No,15,3,4,0,10,6,3,7,7,7,7
532,47,No,Travel_Rarely,14,4,728,Male,3,2,1,Single,4960,2,No,12,3,4,0,20,2,3,7,7,1,7
533,40,No,Travel_Frequently,5,4,729,Male,2,3,1,Married,10475,5,Yes,21,4,3,1,20,2,3,18,13,1,12
534,53,No,Travel_Rarely,7,3,730,Male,4,4,3,Married,14814,3,No,19,3,3,0,32,3,3,5,1,1,3
535,41,No,Travel_Rarely,10,4,731,Male,2,5,4,Divorced,19141,3,No,15,3,2,3,23,2,2,21,6,12,6
536,60,No,Travel_Rarely,16,4,732,Male,3,2,1,Single,5405,8,No,14,3,4,0,10,1,3,2,2,2,2
537,27,No,Travel_Frequently,10,2,733,Male,3,3,1,Divorced,8793,1,No,21,4,3,2,9,4,2,9,7,1,7
538,41,No,Travel_Rarely,1,3,734,Male,2,5,3,Married,19189,1,No,12,3,2,1,22,3,3,22,7,2,10
539,50,No,Travel_Rarely,8,4,738,Male,3,1,2,Married,3875,7,No,15,3,4,1,4,2,3,2,2,2,2
540,28,Yes,Travel_Rarely,1,2,741,Female,1,1,2,Single,2216,7,Yes,13,3,4,0,10,4,3,7,7,3,7
541,36,No,Non-Travel,8,3,742,Female,4,3,1,Married,11713,9,No,14,3,1,1,10,2,3,8,7,0,5
542,38,No,Travel_Rarely,1,3,743,Female,3,3,3,Single,7861,4,Yes,14,3,4,0,10,4,4,1,0,0,0
543,44,No,Non-Travel,24,3,744,Male,1,1,3,Single,3708,2,No,14,3,3,0,9,5,3,5,2,1,4
544,47,No,Travel_Frequently,3,3,746,Female,3,4,3,Divorced,13770,9,Yes,12,3,4,2,28,2,2,22,2,11,13
545,30,No,Travel_Rarely,27,5,747,Male,3,2,4,Divorced,5304,7,No,23,4,4,1,10,2,2,8,7,7,7
546,29,No,Travel_Rarely,10,3,749,Male,3,1,3,Single,2642,1,No,11,3,3,0,1,6,3,1,0,0,0
547,42,Yes,Travel_Frequently,19,3,752,Male,4,1,3,Divorced,2759,6,Yes,12,3,4,0,7,2,3,2,2,2,2
548,43,No,Travel_Frequently,15,3,754,Male,2,2,4,Married,6804,3,No,18,3,3,1,7,5,3,2,2,2,2
549,34,No,Travel_Rarely,8,2,757,Female,3,2,3,Single,6142,3,No,11,3,4,0,10,2,3,5,1,4,3
550,23,No,Travel_Rarely,9,1,758,Male,3,1,1,Married,2500,1,No,14,3,4,1,5,2,4,4,3,0,2
551,39,No,Travel_Rarely,3,3,760,Female,4,2,2,Married,6389,9,No,15,3,3,1,12,3,1,8,3,3,6
552,56,No,Travel_Rarely,9,3,762,Male,3,4,4,Married,11103,7,No,11,3,3,0,30,1,2,10,7,1,1
553,40,No,Travel_Rarely,2,1,763,Female,2,1,4,Single,2342,0,Yes,20,4,4,0,5,2,2,4,2,2,3
554,27,No,Travel_Rarely,7,3,764,Female,2,2,1,Single,6811,8,No,19,3,1,0,9,2,1,7,6,0,7
555,29,No,Travel_Rarely,10,3,766,Male,3,1,2,Divorced,2297,1,No,14,3,4,2,2,2,3,2,2,2,2
556,53,No,Travel_Rarely,6,3,769,Male,3,2,4,Single,2450,2,No,17,3,4,0,19,4,3,2,2,2,2
557,35,No,Non-Travel,2,4,771,Female,3,2,1,Divorced,5093,2,No,11,3,1,1,16,2,4,1,0,0,0
558,32,No,Travel_Frequently,24,4,772,Male,3,2,4,Married,5309,1,No,15,3,4,2,10,2,3,10,8,4,7
559,38,No,Travel_Rarely,2,5,773,Male,3,1,3,Married,3057,6,Yes,13,3,2,1,6,0,1,1,0,0,1
560,34,No,Travel_Rarely,8,5,775,Female,3,2,1,Divorced,5121,3,No,14,3,3,1,7,3,3,0,0,0,0
561,52,No,Travel_Rarely,3,4,776,Male,2,4,1,Married,16856,1,No,11,3,1,0,34,3,4,34,6,1,16
562,33,Yes,Travel_Rarely,1,4,780,Male,3,1,4,Single,2686,1,Yes,13,3,3,0,10,2,2,10,9,7,8
563,25,No,Travel_Rarely,26,1,781,Female,3,2,4,Single,6180,1,No,23,4,2,0,6,5,2,6,5,1,4
564,45,No,Travel_Rarely,2,2,783,Male,1,2,3,Single,6632,0,No,13,3,1,0,9,3,3,8,7,3,1
565,23,No,Travel_Rarely,10,1,784,Male,4,1,3,Single,3505,1,No,18,3,4,0,2,3,3,2,2,0,2
566,47,Yes,Travel_Frequently,27,2,785,Female,4,2,3,Single,6397,4,Yes,12,3,4,0,8,2,3,5,4,1,3
567,34,No,Travel_Rarely,2,3,786,Male,3,2,4,Single,6274,1,No,22,4,3,0,6,5,3,6,5,1,4
568,55,Yes,Travel_Rarely,2,3,787,Male,3,5,1,Married,19859,5,Yes,13,3,4,1,24,2,3,5,2,1,4
569,36,No,Non-Travel,8,4,789,Male,2,3,1,Single,7587,1,No,15,3,2,0,10,1,3,10,7,0,9
570,52,No,Non-Travel,19,4,791,Male,3,1,4,Married,4258,0,No,18,3,1,1,5,3,3,4,3,1,2
571,26,No,Travel_Frequently,1,2,792,Female,1,1,4,Divorced,4364,3,No,14,3,1,1,5,2,3,2,2,2,0
572,29,No,Travel_Rarely,27,3,793,Female,3,2,3,Married,4335,4,No,12,3,1,1,11,3,2,8,7,1,1
573,26,Yes,Travel_Rarely,8,3,796,Male,2,2,1,Single,5326,6,No,17,3,3,0,6,2,2,4,3,1,2
574,34,No,Travel_Rarely,1,4,797,Female,4,1,4,Single,3280,2,No,16,3,3,0,10,2,3,4,2,1,3
575,54,No,Travel_Rarely,19,4,799,Female,3,2,1,Divorced,5485,9,Yes,11,3,2,2,9,4,3,5,3,1,4
576,27,No,Travel_Frequently,8,1,800,Male,3,2,4,Married,4342,0,No,19,3,2,1,5,3,3,4,2,1,1
577,37,No,Travel_Rarely,10,1,802,Female,3,1,1,Divorced,2782,0,Yes,13,3,2,2,6,3,2,5,3,4,3
578,38,No,Travel_Frequently,2,4,803,Female,4,2,1,Single,5980,6,Yes,12,3,4,0,17,2,3,15,7,4,12
579,34,No,Travel_Rarely,2,4,804,Female,2,1,1,Single,4381,1,No,11,3,3,0,6,3,3,6,5,1,3
580,35,No,Travel_Rarely,8,4,805,Female,3,1,4,Married,2572,1,No,16,3,2,1,3,1,2,3,2,0,2
581,30,No,Travel_Rarely,1,3,806,Male,1,1,3,Married,3833,3,No,21,4,3,2,7,2,3,2,2,0,2
582,40,No,Travel_Frequently,2,2,807,Female,4,2,2,Married,4244,1,No,24,4,4,1,8,2,3,8,7,3,7
583,34,No,Travel_Rarely,8,2,808,Female,3,2,1,Married,6500,5,No,17,3,2,1,6,1,3,3,2,1,2
584,42,No,Travel_Frequently,8,3,809,Male,3,5,4,Divorced,18430,1,No,13,3,2,1,24,4,2,24,7,14,9
585,23,Yes,Travel_Rarely,6,3,811,Male,4,1,1,Married,1601,1,Yes,21,4,3,2,1,2,3,0,0,0,0
586,24,No,Non-Travel,9,3,812,Male,2,1,2,Divorced,2694,1,No,11,3,3,3,1,4,3,1,0,0,0
587,52,No,Travel_Rarely,11,4,813,Female,3,2,3,Married,3149,8,No,20,4,2,1,9,3,3,5,2,1,4
588,50,No,Travel_Rarely,2,3,815,Male,3,4,3,Married,17639,5,No,16,3,4,0,30,3,3,4,3,0,3
589,29,Yes,Travel_Rarely,1,2,816,Female,2,1,1,Married,2319,1,Yes,11,3,4,1,1,1,3,1,0,0,0
590,33,No,Travel_Rarely,7,3,817,Male,3,3,3,Married,11691,0,No,11,3,4,0,14,3,4,13,9,3,7
591,33,Yes,Travel_Rarely,16,3,819,Female,3,2,1,Single,5324,5,No,15,3,3,0,6,3,3,3,2,0,2
592,47,No,Travel_Rarely,2,2,820,Female,3,4,4,Married,16752,1,Yes,11,3,3,1,26,3,2,26,14,3,0
593,36,No,Travel_Rarely,1,3,823,Female,3,2,2,Married,5228,0,No,15,3,1,1,10,2,3,9,7,0,5
594,29,No,Travel_Rarely,23,2,824,Male,4,1,3,Married,2700,1,No,24,4,3,1,10,3,3,10,7,0,7
595,58,Yes,Travel_Rarely,2,4,825,Male,3,5,2,Single,19246,7,Yes,12,3,4,0,40,2,3,31,15,13,8
596,35,No,Travel_Rarely,1,4,826,Female,4,1,3,Single,2506,3,No,13,3,3,0,7,0,3,2,2,2,2
597,42,No,Travel_Rarely,1,2,827,Female,2,2,4,Married,6062,9,Yes,13,3,4,1,8,4,3,4,3,0,2
598,28,Yes,Travel_Rarely,2,4,828,Male,3,1,3,Single,4382,6,No,17,3,4,0,5,3,2,2,2,2,1
599,36,No,Travel_Rarely,13,3,829,Male,3,1,2,Married,2143,4,No,13,3,2,1,8,2,3,5,2,0,4
600,32,No,Travel_Rarely,4,3,830,Female,2,2,3,Married,6162,1,No,12,3,3,1,14,3,3,14,13,6,8
601,40,No,Travel_Frequently,16,4,832,Male,2,2,3,Single,5094,6,No,14,3,4,0,10,6,3,1,0,0,0
602,30,No,Travel_Rarely,2,3,833,Female,2,2,4,Single,6877,5,Yes,24,4,2,0,12,4,2,0,0,0,0
603,45,No,Travel_Rarely,2,3,834,Female,2,1,3,Single,2274,1,No,14,3,4,0,1,3,3,1,0,0,0
604,42,No,Travel_Rarely,29,3,836,Male,3,2,2,Married,4434,1,No,13,3,4,1,10,3,2,9,8,7,8
605,38,No,Travel_Frequently,12,3,837,Male,2,2,1,Divorced,6288,2,No,15,3,3,1,13,3,2,4,3,1,2
606,34,No,Travel_Frequently,16,4,838,Female,2,1,4,Single,2553,1,No,16,3,3,0,6,3,3,5,2,1,3
607,49,Yes,Travel_Rarely,11,3,840,Female,3,3,4,Married,7654,1,No,18,3,1,2,9,3,4,9,8,7,7
608,55,Yes,Travel_Rarely,2,1,842,Male,3,2,4,Single,5160,4,No,16,3,3,0,12,3,2,9,7,7,3
609,43,No,Travel_Rarely,14,2,843,Male,3,4,1,Married,17159,6,No,24,4,3,1,22,3,3,4,1,1,0
610,27,No,Travel_Rarely,5,1,844,Male,2,3,4,Divorced,12808,1,Yes,16,3,2,1,9,3,3,9,8,0,8
611,35,No,Travel_Rarely,7,3,845,Male,3,3,3,Single,10221,3,No,21,4,2,0,17,3,4,8,5,1,6
612,28,No,Travel_Rarely,2,4,846,Female,3,2,2,Married,4779,1,Yes,20,4,1,0,8,2,3,8,7,7,5
613,34,No,Travel_Rarely,3,2,847,Male,3,1,4,Married,3737,0,No,19,3,3,1,4,1,1,3,2,0,2
614,26,Yes,Travel_Frequently,5,2,848,Female,2,1,3,Married,2366,1,Yes,14,3,1,1,8,2,3,8,7,1,7
615,27,No,Non-Travel,3,3,850,Male,3,1,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0
616,51,No,Travel_Rarely,26,4,851,Female,3,4,3,Married,16307,2,No,14,3,3,1,29,2,2,20,6,4,17
617,44,No,Travel_Rarely,4,3,852,Male,3,2,2,Single,5933,9,No,12,3,4,0,10,2,2,5,2,2,3
618,25,No,Travel_Rarely,2,1,854,Male,4,1,1,Single,3424,7,No,13,3,3,0,6,3,2,4,3,0,1
619,33,No,Travel_Rarely,1,3,855,Male,4,2,1,Divorced,4037,1,No,22,4,1,1,9,5,3,9,8,0,8
620,35,No,Travel_Rarely,27,1,856,Female,2,1,1,Single,2559,1,No,11,3,4,0,6,3,2,6,5,1,1
621,36,No,Travel_Rarely,1,2,857,Male,3,2,4,Married,6201,1,Yes,14,3,4,1,18,1,2,18,14,4,11
622,32,No,Travel_Rarely,13,4,859,Male,3,2,4,Divorced,4403,2,No,11,3,3,1,8,3,2,5,2,0,3
623,30,No,Travel_Frequently,5,4,861,Male,2,1,4,Divorced,3761,9,No,12,3,2,1,10,3,2,5,4,0,3
624,53,No,Travel_Rarely,7,2,862,Female,2,3,4,Married,10934,7,Yes,18,3,4,1,35,3,3,5,2,0,4
625,45,No,Travel_Rarely,9,3,864,Male,3,3,1,Divorced,10761,4,Yes,12,3,3,1,18,2,3,5,4,0,2
626,32,No,Travel_Rarely,8,2,865,Female,4,2,3,Married,5175,5,No,12,3,3,1,9,3,2,5,3,1,3
627,52,No,Travel_Frequently,25,4,867,Female,2,4,4,Married,13826,3,No,22,4,3,0,31,3,3,9,8,0,0
628,37,No,Travel_Rarely,16,4,868,Male,2,2,3,Divorced,6334,4,No,19,3,4,2,9,2,3,1,0,0,0
629,28,No,Travel_Rarely,8,2,869,Male,2,1,4,Divorced,4936,1,No,13,3,4,1,6,6,3,5,1,0,4
630,22,No,Travel_Rarely,1,2,872,Male,2,2,4,Married,4775,6,No,22,4,1,2,4,2,1,2,2,2,2
631,44,No,Travel_Rarely,8,4,874,Male,4,1,4,Married,2818,2,Yes,24,4,3,1,10,2,2,3,2,0,2
632,42,No,Travel_Frequently,2,1,875,Male,3,1,4,Single,2515,5,Yes,14,3,4,0,8,2,3,2,1,2,2
633,36,No,Travel_Rarely,8,3,878,Male,2,1,1,Married,2342,0,No,21,4,3,0,6,3,3,5,4,0,3
634,25,No,Travel_Rarely,3,1,879,Male,3,2,1,Married,4194,1,Yes,18,3,4,0,5,3,3,5,3,0,3
635,35,No,Travel_Rarely,9,3,880,Female,2,3,3,Married,10685,1,Yes,20,4,2,1,17,2,3,17,14,5,15
636,35,Yes,Travel_Frequently,25,4,881,Female,3,1,2,Divorced,2022,1,Yes,19,3,1,1,10,3,2,10,2,7,8
637,32,No,Non-Travel,1,3,882,Male,3,1,4,Divorced,2314,0,No,12,3,2,1,4,2,3,3,0,0,2
638,25,No,Travel_Rarely,4,1,885,Male,2,2,1,Married,4256,1,No,12,3,1,0,5,1,4,5,2,0,3
639,49,No,Travel_Rarely,1,3,887,Female,3,1,1,Married,3580,2,No,16,3,2,1,7,2,3,4,2,0,2
640,24,No,Non-Travel,4,1,888,Male,2,1,4,Married,3162,0,No,17,3,4,0,6,2,2,5,2,3,4
641,32,No,Travel_Frequently,5,2,889,Male,3,2,2,Married,6524,1,No,14,3,4,1,10,3,3,10,8,5,3
642,38,No,Travel_Rarely,9,3,893,Male,2,1,2,Married,2899,0,No,19,3,4,1,3,3,3,2,2,1,2
643,42,No,Travel_Rarely,3,3,894,Female,4,2,4,Married,5231,2,Yes,13,3,2,1,17,1,2,5,3,1,3
644,31,No,Travel_Rarely,11,4,895,Male,3,1,4,Married,2356,3,Yes,19,3,2,1,8,2,3,6,4,0,2
645,29,Yes,Travel_Rarely,1,3,896,Female,2,1,3,Divorced,2800,6,Yes,19,3,3,3,5,3,3,3,2,0,2
646,53,No,Travel_Rarely,8,3,897,Male,3,4,4,Married,11836,5,No,14,3,3,1,28,3,3,2,0,2,2
